# Hills Cf(x) comparison: SST vs DNS (Krank 2018)
# DNS separation: x/H=0.1691
# DNS reattachment: x/H=5.0357
# x/H  Cf_SST  Cf_DNS
4.432617  0.00247405  -0.00122108
4.438477  0.00247398  -0.00121206
4.444336  0.00247388  -0.00120420
4.450195  0.00247378  -0.00119635
4.456055  0.00247367  -0.00118813
4.461914  0.00247355  -0.00117956
4.467773  0.00247343  -0.00117098
4.473633  0.00247332  -0.00116039
4.479492  0.00247322  -0.00114940
4.485352  0.00247312  -0.00113792
4.491211  0.00247305  -0.00112398
4.497070  0.00247299  -0.00111005
4.502930  0.00247296  -0.00109770
4.508789  0.00247294  -0.00108696
4.514648  0.00247295  -0.00107621
4.520508  0.00247297  -0.00106966
4.526367  0.00247301  -0.00106395
4.532227  0.00247306  -0.00105855
4.538086  0.00247312  -0.00105470
4.543945  0.00247318  -0.00105084
4.549805  0.00247325  -0.00104552
4.555664  0.00247330  -0.00103872
4.561523  0.00247335  -0.00103193
4.567383  0.00247339  -0.00102048
4.573242  0.00247341  -0.00100809
4.579102  0.00247342  -0.00099483
4.584961  0.00247341  -0.00097722
4.590820  0.00247339  -0.00095961
4.596680  0.00247335  -0.00094058
4.602539  0.00247330  -0.00092012
4.608398  0.00247323  -0.00089967
4.614258  0.00247315  -0.00087884
4.620117  0.00247305  -0.00085795
4.625977  0.00247293  -0.00083705
4.631836  0.00247279  -0.00081611
4.637695  0.00247264  -0.00079517
4.643555  0.00247247  -0.00077419
4.649414  0.00247228  -0.00075318
4.655273  0.00247207  -0.00073217
4.661133  0.00247185  -0.00071307
4.666992  0.00247162  -0.00069436
4.672852  0.00247137  -0.00067605
4.678711  0.00247112  -0.00065979
4.684570  0.00247086  -0.00064352
4.690430  0.00247060  -0.00062860
4.696289  0.00247035  -0.00061503
4.702148  0.00247010  -0.00060146
4.708008  0.00246986  -0.00058966
4.713867  0.00246962  -0.00057820
4.719727  0.00246940  -0.00056689
4.725586  0.00246919  -0.00055630
4.731445  0.00246899  -0.00054570
4.737305  0.00246880  -0.00053487
4.743164  0.00246862  -0.00052380
4.749023  0.00246844  -0.00051274
4.754883  0.00246827  -0.00050056
4.760742  0.00246811  -0.00048817
4.766602  0.00246794  -0.00047545
4.772461  0.00246778  -0.00046114
4.778320  0.00246762  -0.00044683
4.784180  0.00246747  -0.00043279
4.790039  0.00246732  -0.00041903
4.795898  0.00246717  -0.00040526
4.801758  0.00246703  -0.00039286
4.807617  0.00246689  -0.00038073
4.813477  0.00246676  -0.00036861
4.819336  0.00246663  -0.00035649
4.825195  0.00246651  -0.00034438
4.831055  0.00246638  -0.00033193
4.836914  0.00246625  -0.00031914
4.842773  0.00246611  -0.00030636
4.848633  0.00246596  -0.00029271
4.854492  0.00246579  -0.00027888
4.860352  0.00246560  -0.00026491
4.866211  0.00246538  -0.00025026
4.872070  0.00246514  -0.00023561
4.877930  0.00246486  -0.00022114
4.883789  0.00246455  -0.00020687
4.889648  0.00246421  -0.00019260
4.895508  0.00246384  -0.00018002
4.901367  0.00246343  -0.00016779
4.907227  0.00246300  -0.00015586
4.913086  0.00246254  -0.00014548
4.918945  0.00246206  -0.00013510
4.924805  0.00246157  -0.00012531
4.930664  0.00246107  -0.00011611
4.936523  0.00246057  -0.00010691
4.942383  0.00246008  -0.00009895
4.948242  0.00245959  -0.00009123
4.954102  0.00245912  -0.00008392
4.959961  0.00245867  -0.00007863
4.965820  0.00245825  -0.00007333
4.971680  0.00245785  -0.00006889
4.977539  0.00245748  -0.00006531
4.983398  0.00245714  -0.00006173
4.989258  0.00245682  -0.00005765
4.995117  0.00245653  -0.00005347
5.000977  0.00245626  -0.00004885
5.006836  0.00245600  -0.00004202
5.012695  0.00245576  -0.00003520
5.018555  0.00245553  -0.00002712
5.024414  0.00245530  -0.00001780
5.030273  0.00245507  -0.00000848
5.036133  0.00245482  0.00000075
5.041992  0.00245457  0.00000995
5.047852  0.00245431  0.00001884
5.053711  0.00245402  0.00002613
5.059570  0.00245372  0.00003342
5.065430  0.00245341  0.00004075
5.071289  0.00245308  0.00004811
5.077148  0.00245274  0.00005547
5.083008  0.00245238  0.00006144
5.088867  0.00245203  0.00006714
5.094727  0.00245167  0.00007285
5.100586  0.00245130  0.00007865
5.106445  0.00245095  0.00008444
5.112305  0.00245059  0.00009082
5.118164  0.00245023  0.00009779
5.124023  0.00244988  0.00010475
5.129883  0.00244953  0.00011274
5.135742  0.00244917  0.00012094
5.141602  0.00244880  0.00012921
5.147461  0.00244841  0.00013788
5.153320  0.00244801  0.00014656
5.159180  0.00244759  0.00015500
5.165039  0.00244714  0.00016320
5.170898  0.00244666  0.00017140
5.176758  0.00244614  0.00017896
5.182617  0.00244559  0.00018640
5.188477  0.00244500  0.00019394
5.194336  0.00244437  0.00020199
5.200195  0.00244371  0.00021005
5.206055  0.00244301  0.00021875
5.211914  0.00244228  0.00022809
5.217773  0.00244153  0.00023744
5.223633  0.00244075  0.00024498
5.229492  0.00243996  0.00025216
5.235352  0.00243915  0.00025896
5.241211  0.00243834  0.00026387
5.247070  0.00243753  0.00026878
5.252930  0.00243673  0.00027249
5.258789  0.00243594  0.00027500
5.264648  0.00243518  0.00027752
5.270508  0.00243443  0.00027885
5.276367  0.00243372  0.00027994
5.282227  0.00243304  0.00028105
5.288086  0.00243240  0.00028219
5.293945  0.00243179  0.00028333
5.299805  0.00243122  0.00028494
5.305664  0.00243070  0.00028704
5.311523  0.00243021  0.00028913
5.317383  0.00242976  0.00029227
5.323242  0.00242934  0.00029563
5.329102  0.00242895  0.00029953
5.334961  0.00242859  0.00030619
5.340820  0.00242825  0.00031285
5.346680  0.00242792  0.00032037
5.352539  0.00242759  0.00032876
5.358398  0.00242726  0.00033715
5.364258  0.00242693  0.00034455
5.370117  0.00242657  0.00035176
5.375977  0.00242619  0.00035866
5.381836  0.00242579  0.00036401
5.387695  0.00242535  0.00036937
5.393555  0.00242487  0.00037403
5.399414  0.00242436  0.00037802
5.405273  0.00242382  0.00038200
5.411133  0.00242324  0.00038544
5.416992  0.00242262  0.00038878
5.422852  0.00242199  0.00039213
5.428711  0.00242132  0.00039556
5.434570  0.00242064  0.00039899
5.440430  0.00241994  0.00040290
5.446289  0.00241923  0.00040728
5.452148  0.00241852  0.00041165
5.458008  0.00241779  0.00041762
5.463867  0.00241706  0.00042390
5.469727  0.00241633  0.00043061
5.475586  0.00241560  0.00043947
5.481445  0.00241486  0.00044833
5.487305  0.00241412  0.00045729
5.493164  0.00241337  0.00046635
5.499023  0.00241261  0.00047542
5.504883  0.00241185  0.00048261
5.510742  0.00241108  0.00048943
5.516602  0.00241029  0.00049570
5.522461  0.00240949  0.00049923
5.528320  0.00240867  0.00050277
5.534180  0.00240784  0.00050559
5.540039  0.00240699  0.00050768
5.545898  0.00240612  0.00050977
5.551758  0.00240525  0.00051257
5.557617  0.00240436  0.00051552
5.563477  0.00240346  0.00051885
5.569336  0.00240255  0.00052416
5.575195  0.00240164  0.00052947
5.581055  0.00240072  0.00053608
5.586914  0.00239981  0.00054399
5.592773  0.00239889  0.00055190
5.598633  0.00239798  0.00056116
5.604492  0.00239707  0.00057069
5.610352  0.00239616  0.00058020
5.616211  0.00239526  0.00058954
5.622070  0.00239437  0.00059888
5.627930  0.00239348  0.00060764
5.633789  0.00239260  0.00061582
5.639648  0.00239173  0.00062401
5.645508  0.00239086  0.00063164
5.651367  0.00239000  0.00063916
5.657227  0.00238914  0.00064662
5.663086  0.00238828  0.00065376
5.668945  0.00238742  0.00066090
5.674805  0.00238656  0.00066800
5.680664  0.00238570  0.00067506
5.686523  0.00238483  0.00068211
5.692383  0.00238394  0.00068924
5.698242  0.00238305  0.00069638
5.704102  0.00238214  0.00070355
5.709961  0.00238122  0.00071091
5.715820  0.00238029  0.00071827
5.721680  0.00237934  0.00072588
5.727539  0.00237837  0.00073372
5.733398  0.00237738  0.00074156
5.739258  0.00237638  0.00075020
5.745117  0.00237535  0.00075901
5.750977  0.00237432  0.00076811
5.756836  0.00237326  0.00077863
5.762695  0.00237219  0.00078915
5.768555  0.00237110  0.00079914
5.774414  0.00236999  0.00080860
5.780273  0.00236887  0.00081805
5.786133  0.00236773  0.00082516
5.791992  0.00236657  0.00083180
5.797852  0.00236541  0.00083807
5.803711  0.00236423  0.00084249
5.809570  0.00236304  0.00084691
5.815430  0.00236185  0.00085090
5.821289  0.00236066  0.00085444
5.827148  0.00235946  0.00085798
5.833008  0.00235826  0.00086158
5.838867  0.00235707  0.00086520
5.844727  0.00235589  0.00086890
5.850586  0.00235470  0.00087302
5.856445  0.00235352  0.00087713
5.862305  0.00235234  0.00088156
5.868164  0.00235116  0.00088631
5.874023  0.00234997  0.00089106
5.879883  0.00234877  0.00089640
5.885742  0.00234756  0.00090185
5.891602  0.00234633  0.00090738
5.897461  0.00234507  0.00091329
5.903320  0.00234379  0.00091919
5.909180  0.00234249  0.00092483
5.915039  0.00234115  0.00093021
5.920898  0.00233978  0.00093559
5.926758  0.00233839  0.00093998
5.932617  0.00233697  0.00094417
5.938477  0.00233552  0.00094833
5.944336  0.00233406  0.00095229
5.950195  0.00233258  0.00095625
5.956055  0.00233108  0.00096036
5.961914  0.00232958  0.00096461
5.967773  0.00232808  0.00096887
5.973633  0.00232657  0.00097311
5.979492  0.00232507  0.00097735
5.985352  0.00232356  0.00098151
5.991211  0.00232206  0.00098524
5.997070  0.00232057  0.00098898
6.002930  0.00231908  0.00099252
6.008789  0.00231760  0.00099585
6.014648  0.00231612  0.00099919
6.020508  0.00231464  0.00100301
6.026367  0.00231317  0.00100692
6.032227  0.00231168  0.00101110
6.038086  0.00231020  0.00101653
6.043945  0.00230870  0.00102197
6.049805  0.00230720  0.00102689
6.055664  0.00230568  0.00103131
6.061523  0.00230415  0.00103572
6.067383  0.00230261  0.00103841
6.073242  0.00230105  0.00104076
6.079102  0.00229948  0.00104282
6.084961  0.00229789  0.00104342
6.090820  0.00229629  0.00104401
6.096680  0.00229468  0.00104423
6.102539  0.00229306  0.00104406
6.108398  0.00229143  0.00104389
6.114258  0.00228978  0.00104386
6.120117  0.00228813  0.00104385
6.125977  0.00228645  0.00104393
6.131836  0.00228476  0.00104445
6.137695  0.00228304  0.00104496
6.143555  0.00228130  0.00104553
6.149414  0.00227953  0.00104614
6.155273  0.00227773  0.00104676
6.161133  0.00227589  0.00104676
6.166992  0.00227402  0.00104664
6.172852  0.00227211  0.00104639
6.178711  0.00227017  0.00104547
6.184570  0.00226821  0.00104455
6.190430  0.00226622  0.00104347
6.196289  0.00226422  0.00104223
6.202148  0.00226220  0.00104099
6.208008  0.00226017  0.00103999
6.213867  0.00225814  0.00103903
6.219727  0.00225612  0.00103815
6.225586  0.00225409  0.00103761
6.231445  0.00225207  0.00103707
6.237305  0.00225005  0.00103725
6.243164  0.00224803  0.00103814
6.249023  0.00224600  0.00103903
6.254883  0.00224397  0.00104118
6.260742  0.00224193  0.00104358
6.266602  0.00223987  0.00104607
6.272461  0.00223780  0.00104903
6.278320  0.00223571  0.00105198
6.284180  0.00223360  0.00105461
6.290039  0.00223146  0.00105691
6.295898  0.00222930  0.00105921
6.301758  0.00222712  0.00106047
6.307617  0.00222491  0.00106152
6.313477  0.00222269  0.00106239
6.319336  0.00222044  0.00106235
6.325195  0.00221818  0.00106230
6.331055  0.00221589  0.00106158
6.336914  0.00221359  0.00106017
6.342773  0.00221127  0.00105877
6.348633  0.00220893  0.00105672
6.354492  0.00220657  0.00105454
6.360352  0.00220418  0.00105258
6.366211  0.00220177  0.00105171
6.372070  0.00219933  0.00105084
6.377930  0.00219686  0.00105058
6.383789  0.00219436  0.00105091
6.389648  0.00219181  0.00105125
6.395508  0.00218922  0.00105207
6.401367  0.00218659  0.00105299
6.407227  0.00218392  0.00105396
6.413086  0.00218119  0.00105520
6.418945  0.00217842  0.00105644
6.424805  0.00217561  0.00105793
6.430664  0.00217276  0.00105967
6.436523  0.00216988  0.00106141
6.442383  0.00216696  0.00106362
6.448242  0.00216401  0.00106592
6.454102  0.00216105  0.00106814
6.459961  0.00215806  0.00106989
6.465820  0.00215506  0.00107165
6.471680  0.00215206  0.00107255
6.477539  0.00214904  0.00107259
6.483398  0.00214600  0.00107263
6.489258  0.00214296  0.00107017
6.495117  0.00213989  0.00106722
6.500977  0.00213680  0.00106402
6.506836  0.00213369  0.00105965
6.512695  0.00213054  0.00105528
6.518555  0.00212736  0.00105084
6.524414  0.00212413  0.00104631
6.530273  0.00212086  0.00104179
6.536133  0.00211754  0.00103765
6.541992  0.00211417  0.00103360
6.547852  0.00211076  0.00102962
6.553711  0.00210730  0.00102604
6.559570  0.00210379  0.00102245
6.565430  0.00210025  0.00101887
6.571289  0.00209666  0.00101527
6.577148  0.00209305  0.00101168
6.583008  0.00208940  0.00100763
6.588867  0.00208572  0.00100348
6.594727  0.00208201  0.00099923
6.600586  0.00207827  0.00099445
6.606445  0.00207451  0.00098968
6.612305  0.00207071  0.00098501
6.618164  0.00206687  0.00098045
6.624023  0.00206299  0.00097590
6.629883  0.00205907  0.00096967
6.635742  0.00205509  0.00096310
6.641602  0.00205106  0.00095621
6.647461  0.00204697  0.00094774
6.653320  0.00204281  0.00093926
6.659180  0.00203860  0.00093020
6.665039  0.00203433  0.00092054
6.670898  0.00203000  0.00091089
6.676758  0.00202562  0.00090052
6.682617  0.00202119  0.00089000
6.688477  0.00201672  0.00087937
6.694336  0.00201221  0.00086821
6.700195  0.00200765  0.00085704
6.706055  0.00200306  0.00084589
6.711914  0.00199843  0.00083474
6.717773  0.00199375  0.00082360
6.723633  0.00198902  0.00081344
6.729492  0.00198423  0.00080347
6.735352  0.00197938  0.00079373
6.741211  0.00197445  0.00078511
6.747070  0.00196945  0.00077649
6.752930  0.00196437  0.00076772
6.758789  0.00195921  0.00075882
6.764648  0.00195396  0.00074991
6.770508  0.00194862  0.00074003
6.776367  0.00194319  0.00072996
6.782227  0.00193768  0.00071980
6.788086  0.00193208  0.00070914
6.793945  0.00192640  0.00069849
6.799805  0.00192063  0.00068770
6.805664  0.00191479  0.00067678
6.811523  0.00190886  0.00066587
6.817383  0.00190286  0.00065471
6.823242  0.00189677  0.00064350
6.829102  0.00189059  0.00063222
6.834961  0.00188433  0.00062056
6.840820  0.00187798  0.00060889
6.846680  0.00187154  0.00059696
6.852539  0.00186500  0.00058475
6.858398  0.00185837  0.00057253
6.864258  0.00185163  0.00055982
6.870117  0.00184478  0.00054701
6.875977  0.00183782  0.00053401
6.881836  0.00183074  0.00052003
6.887695  0.00182354  0.00050606
6.893555  0.00181621  0.00049205
6.899414  0.00180875  0.00047801
6.905273  0.00180115  0.00046398
6.911133  0.00179339  0.00044797
6.916992  0.00178547  0.00043156
6.922852  0.00177738  0.00041492
6.928711  0.00176910  0.00039705
6.934570  0.00176063  0.00037919
6.940430  0.00175196  0.00036051
6.946289  0.00174307  0.00034100
6.952148  0.00173395  0.00032150
6.958008  0.00172461  0.00030057
6.963867  0.00171502  0.00027935
6.969727  0.00170518  0.00025793
6.975586  0.00169509  0.00023547
6.981445  0.00168475  0.00021302
6.987305  0.00167416  0.00019027
6.993164  0.00166330  0.00016724
6.999023  0.00165218  0.00014420
7.004883  0.00164079  0.00012055
7.010742  0.00162913  0.00009678
7.016602  0.00161717  0.00007248
7.022461  0.00160492  0.00004555
7.028320  0.00159234  0.00001863
7.034180  0.00157941  -0.00000755
7.040039  0.00156611  -0.00003297
7.045898  0.00155239  -0.00005840
7.051758  0.00153823  -0.00008784
7.057617  0.00152357  -0.00011808
7.063477  0.00150836  -0.00014743
7.069336  0.00149253  -0.00017229
7.075195  0.00171723  -0.00019715
7.081055  0.00174279  -0.00021796
7.086914  0.00181359  -0.00023471
7.092773  0.00194315  -0.00025147
7.098633  0.00216016  -0.00026334
7.104492  0.00252762  -0.00027425
7.110352  0.00320518  -0.00028467
7.116211  0.00473720  -0.00029268
7.122070  0.01105291  -0.00030070
7.127930  0.00181866  -0.00030753
7.133789  0.00195106  -0.00031317
7.139648  0.00216562  -0.00031881
7.145508  0.00250253  -0.00032112
7.151367  0.00304534  -0.00032277
7.157227  0.00403227  -0.00032416
7.163086  0.00639702  -0.00032426
7.168945  0.02505678  -0.00032435
7.174805  0.00237622  -0.00032263
7.180664  0.00283210  -0.00031907
7.186523  0.00363968  -0.00031552
7.192383  0.00543699  -0.00031204
7.198242  0.01526600  -0.00030857
7.204102  0.00261452  -0.00030478
7.209961  0.00334765  -0.00029938
7.215820  0.00504635  -0.00029398
7.221680  0.01320079  -0.00028684
7.227539  0.00278092  -0.00027796
7.233398  0.00353328  -0.00026907
7.239258  0.00567865  -0.00025653
7.245117  0.05296383  -0.00024325
7.250977  0.00309970  -0.00022925
7.256836  0.00460932  -0.00021160
7.262695  0.01525546  -0.00019395
7.268555  0.00302168  -0.00017461
7.274414  0.00462125  -0.00015358
7.280273  0.02097035  -0.00013255
7.286133  0.00328337  -0.00010977
7.291992  0.00592251  -0.00008665
7.297852  0.00267290  -0.00006315
7.303711  0.00367922  -0.00003775
7.309570  0.00905265  -0.00001236
7.315430  0.00316061  0.00001396
7.321289  0.00604912  0.00004120
7.327148  0.00283880  0.00006844
7.333008  0.00439429  0.00009537
7.338867  0.10375548  0.00012224
7.344727  0.00376017  0.00014925
7.350586  0.01716577  0.00017695
7.356445  0.00351444  0.00020465
7.362305  0.01263464  0.00023282
7.368164  0.00348745  0.00026147
7.374023  0.01362335  0.00029012
7.379883  0.00369270  0.00031928
7.385742  0.02413104  0.00034854
7.391602  0.00430094  0.00037788
7.397461  0.00285737  0.00040764
7.403320  0.00525259  0.00043741
7.409180  0.00296090  0.00046765
7.415039  0.00601472  0.00049837
7.420898  0.00335641  0.00052909
7.426758  0.01710737  0.00056113
7.432617  0.00466288  0.00059344
7.438477  0.00296279  0.00062593
7.444336  0.00691462  0.00065936
7.450195  0.00382711  0.00069279
7.456055  0.00277235  0.00072699
7.461914  0.00561829  0.00076194
7.467773  0.00368981  0.00079690
7.473633  0.00281124  0.00083135
7.479492  0.00618150  0.00086571
7.485352  0.00408657  0.00090009
7.491211  0.00313917  0.00093459
7.497070  0.01039030  0.00096909
7.502930  0.00546038  0.00100447
7.508789  0.00386456  0.00104073
7.514648  0.00303198  0.00107698
7.520508  0.00842472  0.00111545
7.526367  0.00544359  0.00115435
7.532227  0.00404374  0.00119372
7.538086  0.00319394  0.00123541
7.543945  0.01426595  0.00127710
7.549805  0.00600893  0.00132014
7.555664  0.00492822  0.00136454
7.561523  0.00408788  0.00140894
7.567383  0.00344156  0.00145581
7.573242  0.00318997  0.00150317
7.579102  0.01769893  0.00155112
7.584961  0.00785706  0.00160203
7.590820  0.00528487  0.00165294
7.596680  0.00500601  0.00170688
7.602539  0.00447974  0.00176385
7.608398  0.00394252  0.00182082
7.614258  0.00348878  0.00187845
7.620117  0.00311256  0.00193622
7.625977  0.09968910  0.00199452
7.631836  0.02160379  0.00205544
7.637695  0.01271423  0.00211637
7.643555  0.00930888  0.00217938
7.649414  0.00754777  0.00224448
7.655273  0.00650578  0.00230957
7.661133  0.00584752  0.00237738
7.666992  0.00542281  0.00244574
7.672852  0.00515554  0.00251426
7.678711  0.00500450  0.00258367
7.684570  0.00494731  0.00265307
7.690430  0.00497315  0.00272197
7.696289  0.00507967  0.00279036
7.702148  0.00527208  0.00285876
7.708008  0.00556412  0.00292640
7.713867  0.00598120  0.00299388
7.719727  0.00656734  0.00306200
7.725586  0.00739988  0.00313333
7.731445  0.00862339  0.00320465
7.737305  0.01053769  0.00327716
7.743164  0.01387789  0.00335084
7.749023  0.02105112  0.00342453
7.754883  0.04722648  0.00349765
7.760742  0.00286190  0.00357065
7.766602  0.00305942  0.00364397
7.772461  0.00331364  0.00371884
7.778320  0.00363789  0.00379371
7.784180  0.00405354  0.00386992
7.790039  0.00459138  0.00394744
7.795898  0.00519989  0.00402497
7.801758  0.00631638  0.00410427
7.807617  0.00839314  0.00418393
7.813477  0.01292707  0.00426372
7.819336  0.02960882  0.00434419
7.825195  0.00294432  0.00442466
7.831055  0.00328775  0.00450480
7.836914  0.00374644  0.00458462
7.842773  0.00436767  0.00466444
7.848633  0.00519141  0.00474362
7.854492  0.00677017  0.00482268
7.860352  0.01006255  0.00490238
7.866211  0.02037604  0.00498535
7.872070  0.00297386  0.00506832
7.877930  0.00338705  0.00515374
7.883789  0.00395863  0.00524159
7.889648  0.00477782  0.00532944
7.895508  0.00592996  0.00541649
7.901367  0.00828958  0.00550337
7.907227  0.01456863  0.00558985
7.913086  0.07204461  0.00567429
7.918945  0.00334435  0.00575873
7.924805  0.00391363  0.00584129
7.930664  0.00408814  0.00592196
7.936523  0.00490497  0.00600263
7.942383  0.00647409  0.00608044
7.948242  0.00979536  0.00615768
7.954102  0.02072868  0.00623461
7.959961  0.00315519  0.00630998
7.965820  0.00364167  0.00638535
7.971680  0.00431904  0.00646060
7.977539  0.00525708  0.00653572
7.983398  0.00711561  0.00661084
7.989258  0.01137528  0.00668712
7.995117  0.02966600  0.00676363
8.000977  0.00340023  0.00684119
8.006836  0.00398782  0.00692395
8.012695  0.00484759  0.00700672
8.018555  0.00609294  0.00709097
8.024414  0.00874206  0.00717670
8.030273  0.01654477  0.00726244
8.036133  0.29721712  0.00735127
8.041992  0.00377848  0.00744072
8.047852  0.00454731  0.00753069
8.053711  0.00566909  0.00762326
8.059570  0.00802734  0.00771583
8.065430  0.01440759  0.00780992
8.071289  0.09024344  0.00790554
8.077148  0.00383822  0.00800117
8.083008  0.00467042  0.00810021
8.088867  0.00593119  0.00819994
8.094727  0.00870475  0.00830060
8.100586  0.01724482  0.00840589
8.106445  0.00349949  0.00851119
8.112305  0.00418751  0.00861960
8.118164  0.00525972  0.00873111
8.124023  0.00701184  0.00884262
8.129883  0.01144442  0.00895917
8.135742  0.03743627  0.00907673
8.141602  0.00394502  0.00919565
8.147461  0.00490681  0.00932134
8.153320  0.00648532  0.00944704
8.159180  0.01038056  0.00957611
8.165039  0.02856233  0.00970856
8.170898  0.00401163  0.00984100
8.176758  0.00502982  0.00998245
8.182617  0.00671584  0.01012570
8.188477  0.01108115  0.01027074
8.194336  0.03910273  0.01042479
8.200195  0.00428822  0.01057883
8.206055  0.00558836  0.01073856
8.211914  0.00800456  0.01090396
8.217773  0.01588176  0.01106937
8.223633  0.00389125  0.01124691
8.229492  0.00489332  0.01142688
8.235352  0.00665497  0.01161005
8.241211  0.01154741  0.01180921
8.247070  0.05840643  0.01200838
8.252930  0.00465744  0.01221913
8.258789  0.00627418  0.01244147
8.264648  0.01061734  0.01266381
8.270508  0.04316628  0.01290857
8.276367  0.00475574  0.01315782
8.282227  0.00653858  0.01341322
8.288086  0.01263190  0.01369938
8.293945  0.15591493  0.01398553
8.299805  0.00543845  0.01428323
8.305664  0.00799548  0.01459246
8.311523  0.01726506  0.01490169
8.317383  0.00458883  0.01523003
8.323242  0.00625565  0.01556219
8.329102  0.00993336  0.01589747
8.334961  0.03068264  0.01624839
8.340820  0.00514372  0.01659930
8.346680  0.00720988  0.01695851
8.352539  0.01339650  0.01732600
8.358398  0.15425522  0.01769350
8.364258  0.00606333  0.01807522
8.370117  0.00898309  0.01845979
8.375977  0.01944174  0.01884745
8.381836  0.00512302  0.01925052
8.387695  0.00690638  0.01965359
8.393555  0.01053090  0.02006595
8.399414  0.02506759  0.02048761
8.405273  0.00548249  0.02090926
8.411133  0.00729744  0.02134524
8.416992  0.01078451  0.02178410
8.422852  0.02275339  0.02222620
8.428711  0.00541749  0.02268453
8.434570  0.00686237  0.02314286
8.440430  0.00926591  0.02361057
8.446289  0.01515739  0.02408765
8.452148  0.04216134  0.02456474
8.458008  0.00598018  0.02505499
8.463867  0.00734592  0.02554788
8.469727  0.00932717  0.02604415
8.475586  0.01329223  0.02655735
8.481445  0.02292933  0.02707055
8.487305  0.07791147  0.02759106
8.493164  0.00636640  0.02811888
8.499023  0.00741129  0.02864671
8.504883  0.00880702  0.02918316
8.510742  0.01047601  0.02972134
8.516602  0.01227405  0.03026047
8.522461  0.01487592  0.03080433
8.528320  0.01852438  0.03134820
8.534180  0.02338174  0.03188917
8.540039  0.02944257  0.03242725
8.545898  0.03605017  0.03296533
8.551758  0.04137980  0.03348302
8.557617  0.04295840  0.03399663
8.563477  0.03985816  0.03450464
8.569336  0.03378325  0.03498463
8.575195  0.02717855  0.03546462
8.581055  0.02146083  0.03591686
8.586914  0.01700458  0.03634134
8.592773  0.01371613  0.03676582
8.598633  0.01164160  0.03711207
8.604492  0.00988420  0.03744267
8.610352  0.00845495  0.03775431
8.616211  0.78234308  0.03797114
8.622070  0.03206678  0.03818797
8.627930  0.01667580  0.03832846
8.633789  0.01122733  0.03839260
8.639648  0.00845464  0.03845674
8.645508  0.04009081  0.03833234
8.651367  0.01524169  0.03817023
8.657227  0.00955373  0.03795898
8.663086  0.05635927  0.03750201
8.668945  0.01462524  0.03704504
8.674805  0.00864546  0.03643379
8.680664  0.02306796  0.03566826
8.686523  0.00999292  0.03490273
8.692383  0.03547847  0.03393072
8.698242  0.01072015  0.03291740
8.704102  0.03754406  0.03187666
8.709961  0.01038874  0.03069881
8.715820  0.02665333  0.02952096
8.721680  0.00908173  0.02834470
8.727539  0.01633066  0.02717003
8.733398  0.24448000  0.02599536
8.739258  0.01067066  0.02478274
8.745117  0.02071977  0.02356253
8.750977  0.00756159  0.02234923
8.756836  0.01022942  0.02117050
8.762695  0.01668693  0.01999178
8.768555  0.05485141  0.01884877
8.774414  0.00819653  0.01774149
8.780273  0.01082370  0.01663421
8.786133  0.01631900  0.01559216
8.791992  0.03468829  0.01456316
8.797852  0.00713836  0.01355023
8.803711  0.00834274  0.01261768
8.809570  0.01014756  0.01168512
8.815430  0.01295104  0.01081699
8.821289  0.01783582  0.01001329
8.827148  0.02856621  0.00920959
8.833008  0.07008796  0.00851800
8.838867  0.00665253  0.00784883
8.844727  0.00710379  0.00718316
8.850586  0.00764532  0.00653500
8.856445  0.00826981  0.00588684
8.862305  0.00895911  0.00536634
8.868164  0.00968891  0.00497350
8.874023  0.01042444  0.00458065
8.879883  0.01110325  0.00413032
8.885742  0.01170868  0.00366848
8.891602  0.01152049  0.00321858
8.897461  0.01132710  0.00282829
8.903320  0.01116733  0.00243801
8.909180  0.01103475  0.00212043
8.915039  0.01092439  0.00187554
8.920898  0.01083259  0.00163065
8.926758  0.01075658  0.00148212
8.932617  0.01069423  0.00135286
8.938477  0.01064382  0.00123131
8.944336  0.01060393  0.00114833
8.950195  0.01057330  0.00106536
8.956055  0.01055074  0.00099055
8.961914  0.01053504  0.00092392
8.967773  0.01052478  0.00085729
8.973633  0.01051812  0.00082046
8.979492  0.01051245  0.00078961
8.985352  0.01050403  0.00075291
8.991211  0.01048894  0.00068701
8.997070  0.01047189  0.00062112
